"icao","name","city","country","lat","lon","elev_ft","size","continent","runway_ft","paved"
"LFRU","Morlaix-Ploujean Airport","Morlaix/Ploujean","FR","48.6031990051","-3.81577992439","272","medium_airport","EU","5305","1"
"LFRV","Vannes-Meucon Airport","Vannes/Meucon","FR","47.723301","-2.71856","446","medium_airport","EU","5020","1"
"LFRZ","Saint-Nazaire-Montoir Airport","Saint-Nazaire/Montoir","FR","47.31142","-2.152634","13","medium_airport","EU","7874","1"
"LFSA","Besan?on-Thise Airfield","Thise","FR","47.273144","6.082885","807","small_airport","EU","3182","0"
"LFSB","EuroAirport Basel?Mulhouse?Freiburg","B?le / Mulhouse","FR","47.60068","7.521117","885","large_airport","EU","12795","1"
"LFSD","Dijon Longvic airport","Dijon","FR","47.268902","5.09","726","medium_airport","EU","7874","1"
"LFSG","?pinal Mirecourt Airport","?pinal","FR","48.325001","6.06998","1084","medium_airport","EU","8858","1"
"LFSH","Haguenau Airfield","Haguenau","FR","48.794821","7.816129","491","small_airport","EU","3264","1"
"LFSI","Saint-Dizier ? Robinson Air Base","Saint-Dizier","FR","48.636002","4.89942","458","medium_airport","EU","7913","1"
"LFSJ","S?dan Douzy Airfield","Douzy","FR","49.659698","5.03778","512","small_airport","EU","3609","0"
"LFSL","Brive Souillac airport","Brive","FR","45.039722","1.485556","1016","medium_airport","EU","6890","1"
"LFSM","Montb?liard-Courcelles Airfield","Courcelles-l?s-Montb?liard","FR","47.487","6.79054","1041","medium_airport","EU","5578","1"
"LFSN","Nancy-Essey Airport","Tomblaine, Meurthe-et-Moselle","FR","48.692101","6.23046","751","medium_airport","EU","5249","1"
"LFSO","Nancy-Ochey (BA 133) Air Base","Thuilley-aux-Groseilles","FR","48.583099","5.955","1106","medium_airport","EU","7878","1"
"LFSP","Pontarlier Airfield","Pontarlier, Doubs","FR","46.904032","6.326826","2683","small_airport","EU","3281","1"
"LFST","Strasbourg Airport","Strasbourg","FR","48.5383","7.62823","505","large_airport","EU","7874","1"
"LFSU","Langres-Rolampont Airfield","Rolampont, Haute-Marne","FR","47.964804","5.293663","1378","small_airport","EU","3018","0"
"LFSV","Pont-Saint-Vincent Airfield","Pont-Saint-Vincent, Meurthe-et-Moselle","FR","48.600127","6.056514","1339","small_airport","EU","3937","0"
"LFSW","?pernay Plivot Airfield","Plivot, Marne","FR","49.004461","4.085342","289","small_airport","EU","3937","0"
"LFSX","Luxeuil-Saint-Sauveur (BA 116) Air Base","Saint-Sauveur","FR","47.787747","6.353419","913","medium_airport","EU","7982","1"
"LFTF","Cuers-Pierrefeu Airfield","Pierrefeu-du-Var, Var","FR","43.247615","6.126654","266","small_airport","EU","6471","1"
"LFTH","Toulon-Hy?res Airport","Hy?res, Var","FR","43.097301","6.14603","7","medium_airport","EU","6955","1"
"LFTW","N?mes-Arles-Camargue Airport","N?mes/Garons","FR","43.757401","4.41635","309","medium_airport","EU","8005","1"
"LFTZ","La M?le Airport","Saint-Tropez","FR","43.205399","6.482","59","small_airport","EU","3514","1"
"LFVM","Miquelon Airport","Miquelon","PM","47.095501","-56.380299","10","small_airport","NA","3280","1"
"LFVP","Saint-Pierre Pointe-Blanche Airport","Saint-Pierre","PM","46.762651","-56.17499","27","medium_airport","NA","5906","1"
"LFXA","Amb?rieu Air Base (BA 278)","Amb?rieu","FR","45.987301","5.32844","823","medium_airport","EU","6562","1"
"LFXU","Les Mureaux Airfield","Les Mureaux, Yvelines","FR","48.998299","1.94278","89","small_airport","EU","6398","0"
"LFYR","Romorantin Pruniers Airbase","Gi?vres, Loir-et-Cher","FR","47.317543","1.691036","289","small_airport","EU","3609","0"
"LG54","Tympaki Air Base","Crete Island","GR","35.063702","24.767401","7","small_airport","EU","8900","1"
"LG55","Triodos Airfield","Triodos","GR","37.094387","21.990736","36","small_airport","EU","3405","1"
"LG56","Olimpoi Aerodrome","Chios","GR","38.236208","25.938721","656","small_airport","EU","3330","1"
"LGAD","Andravida Air Base","Andravida","GR","37.9207","21.292601","55","medium_airport","EU","10299","1"
"LGAL","Alexandroupoli Democritus Airport","Alexandroupolis","GR","40.8559","25.956301","24","medium_airport","EU","8471","1"
"LGAV","Athens Eleftherios Venizelos International Airport","Spata-Artemida","GR","37.936401","23.9445","308","large_airport","EU","13123","1"
"LGAX","Alexandria (Gidas) Airfield","Lianovergi","GR","40.6511","22.488701","27","small_airport","EU","5956","1"
"LGBL","Nea Anchialos National Airport","Nea Anchialos","GR","39.219601","22.7943","83","medium_airport","EU","9052","1"
"LGEL","Elefsis Air Base","Elefsina","GR","38.063801","23.556","143","medium_airport","EU","8985","1"
"LGHI","Chios Island National Airport","Chios Island","GR","38.34320068359375","26.140600204467773","15","medium_airport","EU","4957","1"
"LGIK","Ikaria Airport","Ikaria Island","GR","37.6827011108","26.3470993042","79","small_airport","EU","4551","1"
"LGIO","Ioannina King Pyrrhus National Airport","Ioannina","GR","39.6964","20.8225","1558","medium_airport","EU","7874","1"
"LGIR","Heraklion International Nikos Kazantzakis Airport","Heraklion","GR","35.339699","25.1803","115","large_airport","EU","8904","1"
"LGKA","Kastoria National Airport Aristotle","Argos Orestiko","GR","40.446301","21.2822","2167","small_airport","EU","8852","1"
"LGKC","Kithira Airport","Kithira Island","GR","36.273978","23.016719","1045","small_airport","EU","4794","1"
"LGKF","Kefallinia Airport","Kefallinia Island","GR","38.12009811401367","20.500499725341797","59","medium_airport","EU","7992","1"
"LGKL","Kalamata Airport","Kalamata","GR","37.06829833984375","22.02549934387207","26","medium_airport","EU","9843","1"
"LGKM","Kavala Amygdaleon Lydia Airfield","Amygdaleonas","GR","40.972801","24.3414","199","small_airport","EU","4364","1"
"LGKO","Kos International Airport ""Ippokratis""","Kos Island","GR","36.794523","27.09115","412","large_airport","AS","7841","1"
"LGKP","Karpathos Airport","Karpathos Island","GR","35.421398","27.146","66","medium_airport","EU","7871","1"
"LGKR","Corfu Ioannis Kapodistrias International Airport","Kerkyra (Corfu)","GR","39.60145","19.912179","6","large_airport","EU","7792","1"
"LGKS","Kasos Airport","Kasos Island","GR","35.4213981628","26.909999847399998","35","small_airport","EU","3221","1"
"LGKV","Kavala Alexander the Great International Airport","Kavala","GR","40.9133","24.6192","18","large_airport","EU","9844","1"
"LGKY","Kalymnos Airport","Kalymnos Island","GR","36.9632987976","26.9405994415","771","small_airport","EU","3330","1"
"LGKZ","Kozani National Airport Filippos","Kozani","GR","40.286098","21.840799","2059","medium_airport","EU","5978","1"
"LGLE","Leros Airport","Leros Island","GR","37.184898","26.800301","39","small_airport","EU","3320","1"
"LGLM","Limnos Airport","Limnos Island","GR","39.917098999","25.236299514799995","14","small_airport","EU","9895","1"
"LGLR","Larissa Air Base","Larissa","GR","39.650253","22.4655","241","small_airport","EU","11939","1"
"LGMG","Megara Air Base","Megara","GR","37.981098","23.3654","12","small_airport","EU","3953","1"
"LGMK","Mykonos Island National Airport","Mykonos","GR","37.435101","25.348101","405","medium_airport","EU","6240","1"
"LGML","Milos Airport","Milos Island","GR","36.696899","24.4769","10","small_airport","EU","3527","1"
"LGMT","Mytilene International Airport","Mytilene","GR","39.057406","26.598629","60","medium_airport","EU","7894","1"
"LGPA","Paros National Airport","Paros","GR","37.020495","25.113195","131","small_airport","EU","4593","1"
"LGPL","Astypalaia Airport","Astypalaia Island","GR","36.5798988342","26.3757991791","165","small_airport","EU","3245","1"
"LGPZ","Aktion National Airport","Preveza","GR","38.925499","20.765301","11","medium_airport","EU","9419","1"
"LGRD","Maritsa Air Base","Rhodes Island","GR","36.383099","28.1089","204","small_airport","EU","7874","1"
"LGRP","Rhodes International Airport ""Diagoras""","Rhodes","GR","36.405399","28.086201","17","large_airport","AS","10846","1"
"LGRX","Patras Araxos Agamemnon Airport","Patras","GR","38.1511","21.4256","46","medium_airport","EU","10997","1"
"LGSA","Chania International Airport","Souda","GR","35.531207","24.150673","490","large_airport","AS","10982","1"
"LGSK","Skiathos Island National Airport","Skiathos","GR","39.177101","23.5037","54","medium_airport","EU","5341","1"
"LGSM","Samos Airport","Samos Island","GR","37.689999","26.911699","19","medium_airport","EU","6706","1"
"LGSO","Syros Airport","Syros Island","GR","37.4227981567","24.950899124099998","236","small_airport","EU","3542","1"
"LGSP","Sparti Airfield","Sparti","GR","36.9738","22.525708","500","small_airport","EU","3280","1"
"LGSR","Santorini International Airport","Santorini Island","GR","36.400045","25.478638","127","large_airport","EU","7208","1"
"LGST","Sitia Airport","Crete Island","GR","35.21609878540039","26.101299285888672","376","medium_airport","EU","6804","1"
"LGSY","Skiros Airport","Skiros Island","GR","38.9676017761","24.4871997833","44","small_airport","EU","9849","1"
"LGTG","Tanagra Air Base","Tanagra","GR","38.339802","23.565001","495","medium_airport","EU","9810","1"
"LGTP","Tripolis Air Base","Tr?poli","GR","37.530602","22.403601","2113","small_airport","EU","6368","1"
"LGTS","Thessaloniki Macedonia International Airport","Thessaloniki","GR","40.51928","22.970009","22","large_airport","EU","11286","1"
"LGTT","Tatoi Airport","Tatoi","GR","38.108898","23.7838","785","small_airport","EU","5311","1"
"LGZA","Zakynthos International Airport Dionysios Solomos","Zakynthos","GR","37.7509","20.8843","12","medium_airport","EU","7310","1"
"LHBC","B?k?scsaba Airfield","B?k?scsaba","HU","46.677132","21.161188","286","small_airport","EU","4265","1"
"LHBP","Budapest Liszt Ferenc International Airport","Budapest","HU","47.43018","19.262393","495","large_airport","EU","12162","1"
"LHBS","Buda?rs Airfield","Buda?rs","HU","47.451099","18.9806","413","small_airport","EU","3215","0"
"LHDC","Debrecen International Airport","Debrecen","HU","47.489469","21.616278","359","large_airport","EU","8196","1"
"LHEM","Esztergom Ern? Rubik Airfield","Esztergom","HU","47.756811","18.730459","342","small_airport","EU","3281","0"
"LHFM","Fert?szentmikl?s Airfield","Fert?szentmikl?s","HU","47.582802","16.8454","440","small_airport","EU","3232","1"
"LHGD","G?d?ll? Airfield","G?d?ll?","HU","47.571662","19.336796","715","small_airport","EU","3280","0"
"LHHH","H?rmashat?rhegy Glider Field","Budapest","HU","47.551503","18.976386","960","small_airport","EU","3281","0"
"LHHO","Hajd?szoboszl? Airfield","Hajd?szoboszl?","HU","47.459717","21.390904","335","small_airport","EU","3281","0"
"LHJK","Jakabsz?ll?s Airfield","Jakabsz?ll?s","HU","46.747855","19.604754","348","small_airport","EU","3281","0"
"LHKD","Kecsk?d Airfield","Kecsk?d","HU","47.517121","18.325024","570","small_airport","EU","3937","0"
"LHKE","Kecskem?t Air Base","Kecskem?t","HU","46.9175","19.749201","376","medium_airport","EU","8200","1"
"LHKV","Kaposvar Kapos?jlak Airfield","Kapos?jlak","HU","46.386398","17.733479","499","small_airport","EU","3937","0"
"LHNK","Nagykanizsa Airfield","Nagykanizsa","HU","46.428304","16.957569","466","small_airport","EU","3281","0"
"LHNY","Ny?regyh?za Airfield","Ny?regyh?za","HU","47.983898","21.692301","338","small_airport","EU","3281","0"
"LHOY","?cs?ny Airfield","?cs?ny","HU","46.306138","18.767386","295","small_airport","EU","5249","0"
"LHPA","P?pa Air Base","P?pa","HU","47.363602","17.500799","466","small_airport","EU","7869","1"
"LHPP","P?cs-Pog?ny International Airport","P?cs","HU","45.988891","18.242044","651","large_airport","EU","4922","1"
"LHPR","Gy?r-P?r Airport","Gy?r","HU","47.628436","17.804718","424","medium_airport","EU","6660","1"
"LHSA","Szentkir?lyszabadja Airfield","Szentkir?lyszabadja","HU","47.0779","17.968399","919","small_airport","EU","6562","1"
"LHSK","Si?fok-Kiliti Airfield","Si?fok-Kiliti","HU","46.856899","18.0958","417","small_airport","EU","6562","0"
"LHSM","H?v?z?Balaton Airport","S?rmell?k","HU","46.686391","17.159084","408","medium_airport","EU","8202","1"
"LHSN","Szolnok Air Base","Szolnok","HU","47.122897","20.2355","322","medium_airport","EU","6562","1"
"LHTA","Tasz?r Air Base","Tasz?r","HU","46.393101","17.9175","531","medium_airport","EU","8205","0"
"LHTL","T?k?l Airport","T?k?l","HU","47.345299","18.980801","318","medium_airport","EU","5800","1"
"LHUD","Szeged Airport","Szeged","HU","46.245127","20.092217","249","small_airport","EU","3888","1"
"LHZA","Zalaegerszeg Andr?shida Airfield","Zalaegerszeg","HU","46.884701","16.7889","617","small_airport","EU","4921","0"
"LIAF","Foligno Airfield","Foligno (PG)","IT","42.9328","12.71237","730","small_airport","EU","4593","1"
"LIAP","L'Aquila?Preturo Airport","L'Aquila","IT","42.379902","13.3092","2211","small_airport","EU","4623","1"
"LIBA","Amendola Air Base","San Giovanni Rotondo (FG)","IT","41.538443","15.717181","183","medium_airport","EU","8727","1"
"LIBC","Crotone Sant'Anna Pythagoras Airport","Isola di Capo Rizzuto (KR)","IT","38.9972","17.0802","522","medium_airport","EU","6562","1"
"LIBD","Bari Karol Wojty?a International Airport","Bari","IT","41.138901","16.760599","193","large_airport","EU","9843","1"
"LIBF","Foggia Gino Lisa Airport","Foggia (FG)","IT","41.433596","15.534566","265","medium_airport","EU","5692","1"
"LIBG","Taranto-Grottaglie Marcello Arlotta Airport","Grottaglie","IT","40.517502","17.4032","215","medium_airport","EU","10499","1"
"LIBN","Lecce Galatina Air Base / Galatina Fortunato Cesari Airport","Galatina (LE)","IT","40.239201","18.133301","156","medium_airport","EU","6240","1"
"LIBP","Abruzzo Airport","Pescara","IT","42.431079","14.182981","48","large_airport","EU","7933","1"
"LIBR","Brindisi Airport","Brindisi","IT","40.6576","17.947001","47","large_airport","EU","10000","1"
"LIBV","Gioia del Colle Antonio Ramirez Air Base","Gioia del Colle (BA)","IT","40.767799","16.9333","1187","medium_airport","EU","9846","1"
"LICA","Lamezia Terme Sant'Eufemia International Airport","Lamezia Terme (CZ)","IT","38.906214","16.246007","39","large_airport","EU","9898","1"
"LICB","Comiso Airport","Comiso","IT","36.99583","14.60889","756","medium_airport","EU","8070","1"
"LICC","Catania-Fontanarossa Airport","Catania","IT","37.466801","15.0664","39","large_airport","EU","7989","1"
"LICD","Lampedusa Airport","Lampedusa","IT","35.497898","12.6181","70","medium_airport","EU","5906","1"
"LICG","Pantelleria Airport","Pantelleria (TP)","IT","36.816502","11.9689","628","medium_airport","EU","5495","1"
"LICJ","Falcone?Borsellino Airport","Palermo","IT","38.175999","13.091","65","large_airport","EU","10912","1"
"LICP","Palermo-Boccadifalco Airport","Palermo","IT","38.115919","13.31337","345","medium_airport","EU","4016","1"
"LICR","Reggio Calabria Airport","Reggio Calabria","IT","38.071201","15.6516","96","medium_airport","EU","6549","1"
"LICT","Vincenzo Florio Airport Trapani-Birgi","Trapani (TP)","IT","37.9114","12.488","25","medium_airport","EU","8852","1"
"LICZ","Sigonella Navy Air Base","Sigonella (CT)","IT","37.401699","14.9224","79","medium_airport","EU","8077","1"
"LIDA","Asiago Romeo Sartori Airfield","Asiago (VI)","IT","45.886155","11.515861","3409","small_airport","EU","3675","1"
"LIDE","Reggio Emilia Airport","Reggio Emilia (RE)","IT","44.698039","10.664885","152","small_airport","EU","3970","1"
"LIDF","Fano Airfield","Fano (PU)","IT","43.824032","13.02588","54","small_airport","EU","4429","0"
"LIDH","Thiene Arturo Ferrarin Airfield","Thiene (VI)","IT","45.67783","11.496306","335","small_airport","EU","3937","0"
"LIDP","Pavullo Airfield","Pavullo (MO)","IT","44.322222","10.831667","2244","small_airport","EU","3904","1"
"LIDR","Ravenna Airport","Ravenna (RA)","IT","44.364291","12.224996","1","small_airport","EU","3937","1"
"LIDT","Trento-Mattarello Airport","Trento (TN)","IT","46.023333","11.125","610","medium_airport","EU","3707","1"
"LIDV","Prati Vecchi d'Aguscello Airfield","Ferrara (FE)","IT","44.790884","11.671901","20","small_airport","EU","3855","0"
"LIEA","Alghero-Fertilia Airport","Alghero","IT","40.632099","8.29077","87","medium_airport","EU","9843","1"
"LIED","Decimomannu Air Base","Decimomannu","IT","39.354198","8.97248","100","medium_airport","EU","9793","1"
"LIEE","Cagliari Elmas Airport","Cagliari","IT","39.251499","9.05428","13","large_airport","EU","9196","1"
"LIEO","Olbia Costa Smeralda Airport","Olbia (SS)","IT","40.898953","9.518457","37","large_airport","EU","9006","1"
"LIER","Oristano-Fenosu Airport","Oristano","IT","39.895308","8.642661","36","small_airport","EU","3934","1"
"LIET","Tortol? Airport","Arbatax","IT","39.9188","9.68298","23","medium_airport","EU","3898","1"
"LILE","Biella-Cerrione Airfield","Cerrione (BI)","IT","45.4953","8.10278","920","medium_airport","EU","4331","1"
"LILH","Voghera-Rivanazzano Airfield","Voghera (PV)","IT","44.952","9.01653","423","small_airport","EU","3281","1"
"LILN","Varese-Venegono Airport","Venegono Superiore (VA)","IT","45.742199","8.888233","1100","medium_airport","EU","4659","1"
"LILO","Caiolo Sondrio Airfield","Caiolo (SO)","IT","46.154448","9.79507","899","small_airport","EU","3445","1"
"LIMA","Torino-Aeritalia Airport","Torino (TO)","IT","45.084444","7.603056","943","medium_airport","EU","3524","1"
"LIMB","Milano-Bresso Airfield","Bresso (MI)","IT","45.541389","9.202222","484","small_airport","EU","3543","1"
"LIMC","Milan Malpensa International Airport","Ferno (VA)","IT","45.6306","8.72811","768","large_airport","EU","12861","1"
"LIME","Il Caravaggio International Airport","Orio al Serio (BG)","IT","45.669362","9.708851","782","large_airport","EU","9429","1"
"LIMF","Turin Airport","Caselle Torinese (TO)","IT","45.200802","7.64963","989","large_airport","EU","10827","1"
"LIMG","Riviera Villanova d'Albenga International Airport","Villanova d'Albenga (SV)","IT","44.050598","8.12743","148","medium_airport","EU","4698","1"
"LIMJ","Genoa Cristoforo Colombo Airport","Genova (GE)","IT","44.412039","8.840732","13","large_airport","EU","9564","1"
"LIML","Milano Linate Airport","Segrate (MI)","IT","45.445099","9.27674","353","large_airport","EU","8012","1"
"LIMN","Cameri Air Base","Cameri (NO)","IT","45.529598","8.66922","586","medium_airport","EU","9818","1"
"LIMP","Parma Airport","Parma (PR)","IT","44.826351","10.29705","161","medium_airport","EU","6962","1"
"LIMR","Novi Ligure Eugenio Mossi Airfield","Novi Ligure (AL)","IT","44.779999","8.78639","607","medium_airport","EU","3035","0"
"LIMS","Piacenza San Damiano Air Base","San Damiano (PC)","IT","44.91442","9.722318","456","medium_airport","EU","9828","1"
"LIMW","Aosta Corrado Gex Airport","Saint-Christophe (AO)","IT","45.738552","7.3683","1791","medium_airport","EU","4088","1"
"LIMZ","Cuneo International Airport","Levaldigi (CN)","IT","44.547458","7.623045","1267","medium_airport","EU","6903","1"
"LIPA","Aviano Air Base","Aviano (PN)","IT","46.031898","12.596503","410","medium_airport","EU","8551","1"
"LIPB","Bolzano Airport","Bolzano (BZ)","IT","46.459245","11.326125","789","medium_airport","EU","5708","1"
"LIPC","Cervia Air Base","Cervia (RA)","IT","44.224201","12.3072","18","medium_airport","EU","10007","1"
"LIPE","Bologna Guglielmo Marconi Airport","Bologna","IT","44.5354","11.2887","123","large_airport","EU","9196","1"
"LIPG","Gorizia Duca d'Aosta Airfield","Gorizia (GO)","IT","45.906898","13.5993","207","small_airport","EU","4101","0"
"LIPH","Treviso Airport","Treviso (TV)","IT","45.648399","12.1944","59","large_airport","EU","7941","1"
"LIPI","Udine-Rivolto Air Base","Codroipo (UD)","IT","45.978699","13.0493","179","medium_airport","EU","8365","1"
"LIPK","Forl?-Luigi Ridolfi International Airport","Forl? (FC)","IT","44.194801","12.0701","97","medium_airport","EU","7907","1"
"LIPL","Ghedi Air Base","Ghedi (BS)","IT","45.432551","10.268612","333","medium_airport","EU","9813","1"
"LIPN","Verona-Boscomantico Airfield","Verona","IT","45.472","10.9279","286","small_airport","EU","3327","1"
"LIPO","Brescia Gabriele d'Annunzio Airport","Montichiari (BS)","IT","45.428902","10.3306","355","medium_airport","EU","9810","1"
"LIPQ","Trieste Airport","Ronchi dei Legionari/Trieste","IT","45.827862","13.466672","39","large_airport","EU","9843","1"
"LIPR","Federico Fellini International Airport","Rimini (RN)","IT","44.020024","12.612198","40","large_airport","EU","9828","1"
"LIPS","Istrana Air Base","Istrana (TV)","IT","45.684382","12.086594","137","medium_airport","EU","9816","1"
"LIPU","Padova Gino Allegri Airfield","Padova (PD)","IT","45.395316","11.847124","44","medium_airport","EU","3681","1"
"LIPV","Venice-Lido Giovanni Nicelli Airfield","Venezia (VE)","IT","45.428779","12.388733","15","small_airport","EU","3261","0"
"LIPX","Verona Villafranca Valerio Catullo Airport","Caselle (VR)","IT","45.394955","10.887303","239","large_airport","EU","10064","1"
"LIPY","Marche Airport","Falconara Marittima (AN)","IT","43.616299","13.3623","49","medium_airport","EU","9718","1"
"LIPZ","Venice Marco Polo Airport","Venezia (VE)","IT","45.505299","12.3519","7","large_airport","EU","10827","1"
"LIQG","Cecina Airfield","Cecina (LI)","IT","43.2856","10.521183","","small_airport","EU","3410","0"
"LIQS","Siena-Ampugnano Airport","Ampugnano (SI)","IT","43.254942","11.255084","634","medium_airport","EU","4570","1"
"LIQW","Sarzana-Luni Bartolomeo Arrigoni Airport","Sarzana (SP)","IT","44.087375","9.987877","45","medium_airport","EU","2969","1"
"LIRA","Ciampino?G. B. Pastine International Airport","Rome","IT","41.798769","12.595331","427","large_airport","EU","7226","1"
"LIRE","Pratica di Mare Air Base","Pomezia (RM)","IT","41.654499","12.4452","41","medium_airport","EU","8138","1"
"LIRF","Rome?Fiumicino Leonardo da Vinci International Airport","Rome","IT","41.804532","12.251998","13","large_airport","EU","12801","1"
"LIRG","Guidonia Air Base","Guidonia (RM)","IT","41.990299","12.7408","289","medium_airport","EU","4797","1"
"LIRH","Frosinone Air Base","Frosinone","IT","41.648537","13.294573","","small_airport","EU","4695","0"
"LIRI","Salerno Costa d'Amalfi Airport","Salerno","IT","40.620399","14.9113","123","medium_airport","EU","6437","1"
"LIRJ","Marina di Campo Airport","Campo nell'Elba (LI)","IT","42.760871","10.239811","31","medium_airport","EU","3114","1"
"LIRL","Latina Air Base","Latina","IT","41.5424","12.909","94","medium_airport","EU","5577","1"
"LIRM","Grazzanise Air Base","Caserta","IT","41.060799","14.0819","29","medium_airport","EU","9813","1"
"LIRN","Naples International Airport","Napoli","IT","40.886002","14.2908","294","large_airport","EU","8622","1"
"LIRP","Pisa International Airport","Pisa (PI)","IT","43.683899","10.3927","6","large_airport","EU","9820","1"
"LIRQ","Florence Airport, Peretola","Firenze (FI)","IT","43.808558","11.202822","142","large_airport","EU","5118","1"
"LIRS","Grosseto Corrado Baccarini Air Base / Grosseto Airport","Grosseto (GR)","IT","42.759701","11.0719","17","medium_airport","EU","9823","1"
"LIRU","Rome Urbe Airport","Rome","IT","41.952096","12.502231","55","medium_airport","EU","3556","1"
"LIRV","Viterbo Airport","Viterbo","IT","42.435297","12.061362","992","medium_airport","EU","4265","1"
"LIRZ","Perugia San Francesco d'Assisi ? Umbria International Airport","Perugia (PG)","IT","43.095901","12.5132","697","large_airport","EU","7215","1"
"LJAJ","Ajdov??ina Airfield","Ajdov??ina","SI","45.889198","13.8869","381","small_airport","EU","3543","0"
"LJBL","Lesce Airfield","Lesce","SI","46.357201","14.1739","1654","small_airport","EU","3707","1"
"LJCE","Cerklje ob Krki Air Base","Cerklje ob Krki","SI","45.900002","15.5302","510","medium_airport","EU","9843","1"
"LJLJ","Ljubljana Jo?e Pu?nik Airport","Zgornji Brnik","SI","46.223701","14.4576","1273","large_airport","EU","10827","1"
"LJMB","Maribor Edvard Rusjan Airport","Maribor","SI","46.4799","15.6861","876","medium_airport","EU","8202","1"
"LJMS","Murska Sobota Airfield","Murska Sobota","SI","46.629398","16.174999","600","small_airport","EU","3937","0"
"LJNM","Novo Mesto Airfield","Novo Mesto","SI","45.801743","15.104544","572","small_airport","EU","4590","0"
"LJPT","Ptuj Airfield","Mo?kanjci","SI","46.42709","15.98609","689","small_airport","EU","3619","0"
"LJPZ","Portoro? Airport","Se?ovlje","SI","45.47201","13.615951","7","medium_airport","EU","3939","1"
"LJSG","Slovenj Gradec Airfield","?martno pri Slovenj Gradcu","SI","46.472","15.117","1645","small_airport","EU","3950","1"
"LKBR","Broumov Airfield","Broumov","CZ","50.561901","16.3428","1342","small_airport","EU","3018","0"
"LKCB","Cheb Airfield","Cheb","CZ","50.066101","12.4117","1585","small_airport","EU","3280","0"
"LKCH","Chomutov Airfield","Otvice","CZ","50.468899","13.4681","1132","small_airport","EU","3935","0"
"LKCR","Chrudim Airfield","Chrudim","CZ","49.936401","15.7806","981","small_airport","EU","3215","0"
"LKCS","?esk? Bud?jovice South Bohemian Airport","?esk? Bud?jovice","CZ","48.948171","14.42832","1417","large_airport","EU","8202","1"
"LKCT","Chot?bo? Airfield","Chot?bo?","CZ","49.685799","15.6761","1949","small_airport","EU","3313","0"
"LKCV","??slav Air Base","Chotusice","CZ","49.939701","15.3818","794","medium_airport","EU","7875","1"
"LKHB","Havl??k?v Brod Airfield","Havl??k?v Brod","CZ","49.597198","15.5492","1519","small_airport","EU","3280","0"
"LKHD","Hodkovice nad Mohelkou Airfield","Hodkovice nad Mohelkou","CZ","50.6572","15.0778","1480","small_airport","EU","3215","0"
"LKHK","Hradec Kr?lov? Airport","Hradec Kr?lov?","CZ","50.253201","15.8452","791","small_airport","EU","7874","1"
"LKHS","Hos?n Airfield","Hlubok? nad Vltavou","CZ","49.040001","14.495","1621","small_airport","EU","3279","0"
"LKHV","Ho?ovice Airfield","Ho?ovice","CZ","49.848099","13.8935","1214","small_airport","EU","3838","1"
"LKJA","Jarom?? Airfield","Jarom??","CZ","50.331402","15.9539","889","small_airport","EU","3076","0"
"LKJC","Ji??n Airfield","Ji??n","CZ","50.43","15.3331","863","small_airport","EU","3280","0"
"LKJI","Jihlava Airfield","Jihlava","CZ","49.419399","15.6353","1821","small_airport","EU","3018","0"
"LKKB","Prague?Kbely Air Base","Prague","CZ","50.121399","14.5436","939","medium_airport","EU","6562","1"
"LKKL","Kladno Airfield","Kladno","CZ","50.112801","14.0897","1421","small_airport","EU","3215","0"
"LKKU","Kunovice Airport","Uhersk? Hradi?t?","CZ","49.0294","17.439699","581","medium_airport","EU","6562","1"
"LKKV","Karlovy Vary Airport","Karlovy Vary","CZ","50.202999","12.915","1989","large_airport","EU","7054","1"
"LKKY","Kyjov Airfield","Svatobo?ice","CZ","48.98","17.124701","689","small_airport","EU","3300","0"
"LKLB","Liberec Airfield","Liberec","CZ","50.767053","15.023071","1329","small_airport","EU","3346","0"
"LKLN","Plze?-L?n? Airport","Plzen","CZ","49.675201","13.2746","1188","medium_airport","EU","4757","1"
"LKMH","Mnichovo Hradi?t? Airport","Mnichovo Hradi?t?","CZ","50.540199","15.0066","800","small_airport","EU","5094","1"
"LKMI","Mikulovice Airfield","Mikulovice","CZ","50.301701","17.297501","1381","small_airport","EU","3279","0"
"LKMO","Most Airfield","Most","CZ","50.525002","13.6831","1089","small_airport","EU","3705","0"
"LKMT","Leo? Jan??ek Airport Ostrava","Mo?nov","CZ","49.696301","18.111099","844","large_airport","EU","11484","1"
"LKNA","N?m??? Air Base","Sedlec","CZ","49.166272","16.123981","1548","medium_airport","EU","7874","1"
"LKNM","Nov? M?sto nad Metuj? Airfield","Nov? M?sto nad Metuj?","CZ","50.364201","16.1136","1001","small_airport","EU","3051","0"
"LKPA","Poli?ka Airfield","Poli?ka","CZ","49.739399","16.2589","1982","small_airport","EU","4921","0"
"LKPC","Panensky Tynec Airfield","Panensky Tynec","CZ","50.306099","13.9342","1207","small_airport","EU","8218","1"
"LKPD","Pardubice Airport","Pardubice","CZ","50.015049","15.73981","741","large_airport","EU","8203","1"
"LKPJ","Prost?jov Airfield","Prost?jov","CZ","49.4478","17.1339","699","small_airport","EU","3281","0"
"LKPM","P??bram Airfield","Dr?sov","CZ","49.7201","14.1006","1529","small_airport","EU","4527","1"
"LKPO","P?erov Air Base","P?erov","CZ","49.4258","17.404699","676","medium_airport","EU","8123","1"
